,tokens,class
863,"['nao', 'homofóbico']",4
864,"['rt', 'amandacastelar', 'nunca', 'ri', 'tanto', 'tweets', 'direitafalando', 'kkkkkkk']",-1
865,"['morte', 'estupradores', 'menos', 'amigo', 'bancada', 'aí', 'tá', 'tranquilo']",-1
866,"['porque', 'hoje', 'dia', 'criança', 'promovase', 'natalidade', 'aborto', 'diadacriança', 'renovarportugal', 'aborto', 'httpstcoqfsrva1z70']",-1
867,"['nao', 'pq', 'mito', 'diz', 'mulher', 'grávida', 'receber', 'menos', 'machista', 'gente', 'httpstcopqswnv013j']",3.3
868,"['deus', 'criou', 'adao', 'eva', 'nao', 'adao', 'ivo']",4.2.2
869,"['rt', 'hezen10000', 'defesahetero', 'viva', 'família', 'tradicional', 'família', 'artificial']",4
870,"['viemos', 'macacos', 'pq', 'ainda', 'existem', 'macacos', 'ciência', 'nao', 'explica']",-1
871,"['pm', 'entrar', 'metendo', 'cacete', 'nessas', 'escolas', 'ocupadas', 'bando', 'vagabundo', 'nao', 'quer', 'estudar', 'fica', 'morando', 'porra', 'escola']",-1
872,"['sabia', 'manifestações', 'nao', 'contra', 'corrupção', 'queria', 'tirar', 'dilma']",-1
873,"['rt', 'sargentofahur', '5', 'patinhos', 'passear', 'além', 'montanhas', 'p', 'roubar', 'pm', 'chegou', 'pá', 'pá', 'pá', 'pá', 'nenhum', 'patinho', 'voltou', 'lá', 'http']",-1
874,"['heterofobicos', 'passarão']",4
875,"['capitalismo', 'expulsa', 'comunismo', 'pessoas']",-1
876,"['tudo', 'aí', 'cuba', 'httpstco2t0notwbc3']",-1
877,"['rt', 'igald', 'gente', 'sigam', 'direitafalando', 'mostra', 'realidade', 'tenebrosa', 'marxismo', 'cultural', 'comunista', 'feminista', 'socialista', 'q', 'pt', 'quer']",-1
878,"['brasil', 'crise', 'drogados', 'querem', 'saber', 'droga', 'httpstco9dvo4wngqa']",-1
879,"['deveria', 'existir', 'escolas', 'aulas', 'sobre', 'combate', 'cristofobia', 'atinge', 'milhões', 'brasileiros', 'atualmente']",-1
880,"['edai', 'trump', 'nao', 'gosta', 'latino', 'ngm', 'obrigado', 'gostar', 'alguém', 'nao']",1
881,"['dia', 'portugal', 'httpstcofwpsd4dgav']",-1
882,"['rt', 'quarentaedois', 'feliz', 'dia', 'capitalismo', 'galera']",-1
883,"['jovens', 'pnr', 'renovarportugal', 'portugal', 'pnr', 'httpstcoco7ywrldht']",-1
884,"['pnr', 'dia', 'portugal', 'httpstcow6kf1kgo4m', 'renovarportugal', 'pnr', 'portugal', 'httpstcovxgv1fetrq']",-1
885,"['dívida', 'histórica', 'caralho', 'nao', 'culpa', 'nada']",-1
886,"['atentado', 'orlando', 'nao', 'nada', 'ver', 'discursos', 'preconceituosos', 'trump', 'bolsonaro', 'culpa', 'estado', 'islâmico']",-1
887,"['discurso', 'pedro', 'godinho', '10', 'junho', 'httpstcounug2iwzh1', 'renovarportugal', 'pnr', 'portugal']",-1
888,"['discurso', 'jpintocoelho60', '“', '10', 'junho', '”', '2016', 'httpstcoqgplz9na6h', 'pnr', 'renovarportugal', 'portugal']",-1
889,"['antoniocostapm', 'pode', 'gozar', 'pessoas', 'homofobia', 'selvajaria', 'islâmica', 'tanto', 'gosta', 'importar', 'httpstcoaaetkxnt6g']",-1
890,"['rt', 'jpintocoelho60', 'esperança', 'vitória', 'brexit', 'efeito', 'dominó', 'sobre', 'aberrante', 'ue', 'uniaoeuropeia', 'europa', 'nações', 'sim', 'ht']",-1
891,"['rt', 'lauraamansur', 'direitafalando', 'choro', 'rir']",-1
892,"['golpe', 'contra', 'cunha']",-1
893,"['homofobia', 'caralho', 'mimimi', 'cara', 'entrou', 'matando', 'tb', 'gay', 'nao', 'viu', 'jornal']",4
894,"['maconha', 'faz', 'rir', 'mesma', 'faz', 'mãe', 'chorar']",-1
895,"['rpsantos1970', 'antoniocostapm', 'australopithecus', 'tempos', 'modernos', 'httpstcoi75yh7nons', 'portugal', 'pnr', 'httpstconjhsoo4cwr']",-1
896,"['europa', 'nações', 'livres', 'soberanas', 'sempre', 'modelo', 'httpstco8tcwcoxsoi', 'brexit', 'httpstcoclmhmw4og6']",-1
897,"['terror', 'esquerda', 'somostodosbolsonaro']",-1
898,"['chega', 'mina', 'fala', 'relacionamento', 'tipo', 'socialismo', 'nunca', 'vai', 'dar', 'certo']",-1
899,"['rt', 'direitafalando', 'hj', 'vou', 'prestar', 'queixa', 'ter', 'sido', 'vitima', 'racismo', 'inverso', 'chamaram', 'branco', 'azedo']",1
900,"['brexit', 'pexit', 'efeito', 'dominó', 'httpstcoqekgwaipqg', 'pnr', 'portugal', 'renovarportugal', 'httpstcoz2vhtgeiku']",-1
901,"['rt', 'direitafalando', 'morre', 'fome', 'pq', 'quer', 'carteira', 'trabalho', 'graça']",-1
902,"['deus', 'livre', 'httpstcome4itatuln']",-1
903,"['chamem', 'feministas', 'p', 'fazer', 'manifestação', 'pq', 'n', 'nenhuma', 'mulher', 'trabalhando', 'obra', 'aq', 'lado', 'absurdo', 'direitosiguais']",3.3
904,"['rt', 'depbolsonaro', 'agradeço', 'ptbrasil', 'ultimamente', 'insistentemente', 'citando', 'criticando', 'tweets', 'sinal', 'q', 'c']",-1
905,"['dia', 'portugal', '2016', 'httpstcopaw1wk9wgq', 'youtube']",-1
906,"['plano', 'recapitalização', 'cgd', 'vai', 'custar', 'seis', 'mil', 'milhões', 'euros', 'httpstcodog8rivumg']",-1
907,"['pnr', 'comunicação', 'social', 'pnr', 'único', 'partido', 'mantém', 'activismo', 'permanente', 'crescente', 'httpstcowu5pfogl4x']",-1
908,"['lutar', 'direitos', 'httpstcowxh1md4ivv', 'portugal', 'pnr', 'renovarportugal']",-1
909,"['vitória', 'sobre', 'habitual', 'fatalismo', 'httpstcoza1zbtiuoz', 'portugal', 'pnr']",-1
910,"['portugal', 'deriva', 'rpsantos1970', 'httpstco1fp2hpsbk8', 'portugal', 'pnr', 'renovarportugal']",-1
911,"['rt', 'direitafalando', 'maconha', 'faz', 'rir', 'mesma', 'faz', 'mãe', 'chorar']",-1
912,"['rt', 'direitafalando', 'deus', 'criou', 'adao', 'eva', 'nao', 'adao', 'ivo']",3.2-3.3.1
913,"['rt', 'direitafalando', 'morte', 'estupradores', 'menos', 'amigo', 'bancada', 'aí', 'tá', 'tranquilo']",-1
914,"['rt', 'direitafalando', 'nada', 'contra', 'mulheres', 'ate', 'amigas', 'sao']",3.3
915,"['afilhada', 'httpstcoxcgpbnxoyz']",-1
916,"['atentados', 'frança', 'httpstcoshl73hpuid', 'france', 'pnr', 'renovarportugal', 'httpstcoktsp2exxbb']",-1
917,"['ecofin', 'aprova', 'processo', 'sanções', 'portugal', 'espanha', 'httpstcoyljcksfmvu', 'renovarportugal', 'pnr']",-1
918,"['rt', 'sonsaabrao', 'stf', 'pra', 'desbloquear', 'wathsapp', 'serve', 'pra', 'prender', 'lula', 'direitafalando']",-1
919,"['pensam', 'crise', 'vão', 'arranjar', 'emprego']",-1
920,"['bandido', 'bom', 'bandido', 'dilacerado', 'dinossauros']",11.8
921,"['ne', 'nao', 'comunista', 'cês', 'tão']",-1
922,"['escolas', 'marxistas', 'doutrinadoras', 'esquerda', 'sabem', 'alienar', 'futuros', 'cidadãos', 'bem']",-1
923,"['tava', 'hora', 'acabar', 'ciência', 'fronteira', 'bando', 'pobre', 'indo', 'viajar', 'pra', 'europa', 'avião']",-1
924,"['sabe', 'acaba', 'tráfico', 'parando', 'fumar', 'maconha', 'vagabundo', 'imundo']",-1
925,"['rt', 'gabwhenicome', 'tt', 'direitafalando', 'melhor', 'jajdkdkd']",-1
926,"['rt', 'direitafalando', 'meritocracia', 'existe', 'n', 'ta', 'vendo', 'nordestino', 'pedalou', '29', 'nadou', '41km', 'formou', 'direito']",-1
927,"['rt', 'direitafalando', 'escolas', 'marxistas', 'doutrinadoras', 'esquerda', 'sabem', 'alienar', 'futuros', 'cidadãos', 'bem']",-1
928,"['protesto', '“', 'islão', 'aqui', '”', 'httpstcorbmvylbnuh', 'youtube']",-1
929,"['rt', 'destruectag', 'dando', 'vários', 'berros', 'direitafalando']",-1
930,"['passando', 'aqui', 'zona', 'oeste', 'pensando', 'pobres', 'conseguem', 'enfiar', 'brt', 'q', 'sardinha', 'prefiro', '4x4']",-1
931,"['veja', 'fotos', 'vídeo', 'islão', 'aqui', 'httpstcornj2mv3chu', 'renovarportugal', 'pnr', 'islão', 'muçulmanos', 'mesquitas', 'portugal']",5.1
932,"['capitalismo', 'posso', 'pegar', 'pokemon', 'aí', 'httpstcoz7g92jztox']",-1
933,"['dia', 'ar', 'respiramos', 'httpstco1ghf6ko6zp', 'portugal', 'renovarportugal']",-1
934,"['protesto', 'contra', 'islamização', 'europa', 'intervenção', 'jpintocoelho60', 'httpstco854omhcae7', 'renovarportugal', 'pnr', 'portugal', 'islão']",-1
935,"['adorando', 'cerimônia', 'nao', 'entendendo', 'monte', 'país', 'subdesenvolvido', 'estádio']",-1
936,"['cuba', 'passar', 'taca', 'pedra']",-1
937,"['rt', 'jpintocoelho60', 'abram', 'olhos', 'equação', 'ue', 'cdspp', 'ppdpsd', 'psocialista', 'pcp', 'escravidãoausteridade', 'quan']",-1
938,"['rt', 'viktortora', 'intervenção', 'joão', 'pais', 'amaral', 'httpstcoil7ozwmrwe']",-1
939,"['rt', 'rpsantos1970', 'verdadeiros', 'rostos', 'fome', 'portugal', 'antoniocostapm', 'catarinamart', 'httpstcovt6wppwa4y', 'fome', 'desemprego', 'mi']",-1
940,"['acções', 'pnr', 'oeiras', 'cascais', 'httpstcodijjz60vao', 'renovarportugal', 'portugal', 'httpstcomuhqghyztr']",-1
941,"['taca', 'pedra', 'comunista']",6.3
942,"['feliciano', 'estuprador', 'gente', 'tudo', 'marketing', 'esquerda']",-1
943,"['aviões', 'c130', 'equipados', 'kits', 'combate', 'fogos', 'descontinuados', 'decisão', 'política', 'finais', 'anos', '90', 'httpstcobpxdgmasgg']",-1
944,"['episódio', 'novela', 'viagens', 'agora', 'envolvendo', 'protagonistas', 'cdu', 'tudo', 'farinha', 'saco', 'httpstcostzlepkzcl']",-1
945,"['imperioso', 'acabar', 'terrorismo', 'incendiário', 'negociatas', 'volta', 'incêndios', 'httpstcorhfbnqbxrq', 'httpstcoivv2gb42oi']",-1
946,"['rt', 'bitchdonash', 'direitafalando', 'melhor', 'twitter']",-1
947,"['rt', 'giovnnagadotti', 'direitafalando', 'viictorandr', 'deus', 'ja', 'posso', 'morrer', 'feliz', 'dps', 'encontrei', 'twitter', 'melhor', 'twitter', 'todo']",-1
948,"['direitos', 'humanos', 'famoso', 'esterco', 'vagabundagem']",-1
949,"['prender', 'petista', 'grita', 'temer', 'estádios', 'vai', 'esquerdar', 'outro', 'lugar', 'deixa', 'ver', 'hipismo', 'paz']",-1
950,"['rt', 'direitafalando', 'tava', 'hora', 'acabar', 'ciência', 'fronteira', 'bando', 'pobre', 'indo', 'viajar', 'pra', 'europa', 'avião']",11.6
951,"['rt', 'direitafalando', 'heterofobicos', 'passarão']",-1
952,"['sábado', 'dia', '24', 'setembro', '20h00', 'pnr', 'realiza', '“', 'jantar', 'reentrada', 'política', '”', 'lisboa', 'httpstco0bop6fbw2p']",-1
953,"['contra', 'fatos', 'argumentos', 'httpstco4fu37zircz']",-1
954,"['eae', 'esquerdopata', 'vão', 'sair', 'pra', 'gastar', 'capital', 'hj']",6.3
955,"['democracia', 'crl', 'parada', 'voltar', 'logo', 'ditadura', 'pra', 'economia', 'ir', 'pra', 'frente']",-1
956,"['aeeeee', 'dilma', 'caiu', 'ja', 'posso', 'viajar', 'pra', 'miami', 'agora']",-1
957,"['rt', 'direitafalando', 'aeeeee', 'dilma', 'caiu', 'ja', 'posso', 'viajar', 'pra', 'miami', 'agora']",-1
958,"['finalmente', 'gorda', 'velha', 'saiu', 'agora', 'esperar', 'dólar', 'abaixar', 'pra', 'poder', 'ir', 'pra', 'disney', 'preocupações']",8.3-3.3.10
959,"['primeiramente', 'bora', 'temer']",-1
960,"['advogado', 'deputado', 'pode', 'httpstcouxhkle2ks0', 'pnr', 'renovarportugal', 'portugal']",-1
961,"['rt', 'jpintocoelho60', 'asiaantar', 'morreu', 'combate', 'daesh', 'perdure', 'exemplo', 'sacrifício', 'vão', 'httpstco']",-1
962,"['rt', 'jpintocoelho60', 'deitar', 'lenha', 'fogueira', 'querem', '75', 'milhões', 'muçulmanos', 'livre', 'circulação', 'europa', 'traidores', 'ht']",-1
963,"['rt', 'viktortora', 'acção', 'figueira', 'foz', 'httpstconlwhy9csy1']",-1
964,"['rt', 'rpsantos1970', 'interrupções', 'voluntárias', 'gravidez', 'cultura', 'morte', 'legalmente', 'efectuadas', 'hospitais', 'portugal', '20012012', 'https']",-1
965,"['regular', 'mercados', 'energéticos', 'financeiros', 'httpstcokdyksvyzrr', 'pnr', 'renovarportugal', 'portugal']",-1
966,"['lívia', 'nepomuceno', 'fox', 'sports', 'consigo', 'olhar', 'coisa', 'duas', 'caso', 'httpstcor2ftcezgrt']",-1
967,"['mulher', 'estádio', 'futebol', 'faz', 'merda', 'menos', 'totalmente', 'pelada', 'httpstcodkqmpbfgrj']",3.3
968,"['mta', 'falta', 'louça', 'umas', 'roupas', 'pra', 'passar', 'chão', 'banheiro', 'pra', 'esfregar', 'pano', 'httpstcovtif2nyuno']",3.3
969,"['cara', 'qdo', 'vc', 'descobre', 'q', 'vai', 'ter', 'q', 'trabalhar', 'pra', 'pagar', 'contas', 'httpstcoz4qfpxxsc6']",-1
970,"['romântico', 'declare', 'pra', 'mina', 'sim', 'amiguinho', 'mulheres', 'adoram', 'homem', 'romântico', 'httpstcoobbprwggx7']",3.3
971,"['cena', 'linda', 'ver', 'httpstcoukdajm5nh4']",-1
972,"['cerveja', 'bunda', 'hootersbrasil', 'httpstco6thofxqh4f']",-1
973,"['mulher', 'dica', 'foto', 'pra', 'vc', 'tirar', 'amigas', 'httpstcopyjjmdx9yx']",-1
974,"['fiquei', 'fepaesleme', 'várias', 'vezes', 'noite', 'antes', 'dormir', 'httpstcoabeka6rgyn']",-1
975,"['jessycapes', 'senhora', 'sendo', 'leviana']",-1
976,"['brendapaesgp', 'oq', 'vc', 'gosta', 'cama', 'edredom', 'cobertor']",-1
977,"['laura', 'muller', 'apresenta', 'loirinha', 'gostosa', 'branco', 'atrás', 'vc']",3.3
978,"['teta', 'loirinha', 'tá', 'demais', 'altashoras', 'httpstcolls954cbjo']",3.3
979,"['cena', 'lésbica', 'letícia', 'lima', 'camila', 'queiroz', 'fica', 'sugestão', 'aí']",-1
980,"['brownie', 'aqui', 'casa', 'calabresa', 'httpstcohpvic3vdlj']",-1
981,"['lista', 'talentos', 'feminista', 'clique', 'aqui', 'visualizar', 'httpstcoti8fzqk7kx']",-1
982,"['imaginando', 'umas', 'coisas', 'aqui', 'httpstcowp62hfnh72']",-1
983,"['torcedores', 'inter', 'agora', 'httpstcoujlrkgvlpd']",-1
984,"['américamg', 'olha', 'oq', 'senhor', 'fez', 'coelho', 'safado', 'httpstcondazpnqhae']",-1
985,"['gpdocinema', 'vc', 'lê', 'grande', 'prêmio', 'cinema', 'entendo', 'outra', 'coisa', 'famosa', 'q', 'cobra', 'hora', 'final', 'feliz']",-1
986,"['gpnocinema', 'levar', 'brendapaesgp', 'pra', 'assistir', 'filme']",-1
987,"['globo', 'disse', 'q', 'n', 'ia', 'abandonar', 'futebol', 'feminino', 'menu', 'site', 'globoesporte', 'link', 'pro', 'site', 'neymar', 'n', 'pro', 'futebol', 'feminino']",-1
988,"['globo', 'mentiu', 'futebol', 'feminino', 'mulherada', 'sempre', 'iludida', 'acredita', 'tudo', 'normal']",3.3
989,"['globo', 'esporte', 'nunca', 'vou', 'abandonar', 'fut', 'feminino', 'amigas', 'fut', 'feminino', 'ain', 'tão', 'fofo', 'amigos', 'globo', 'esporte', 'kk']",-1
990,"['retardado', 'mata', 'beber', 'aí', 'tentam', 'proibir', 'todo', 'resto', 'beber', 'tb', 'httpstcodpqia5inqq']",-1
991,"['sabem', 'fazer', 'conta', 'direito', 'dar', 'cu', 'sabem', 'bem', 'httpstcoexmihm6cmy']",-1
992,"['mulher', 'angelina', 'jolie', 'traida', 'vc', 'acha', 'q', 'vc', 'larga', 'otária']",3.3
993,"['objetivo', 'vida', 'httpstcowxn5kunysu']",-1
994,"['toa', 'twitter', 'começa', 't', 'treta']",-1
995,"['rt', 'jaosss', 'sarrada', 'faz', 'vc', 'passar', 'vergonha', 'httpstcokvbpjf2mp1']",-1
996,"['qdo', 'vc', 'vê', 'q', 'mulher', 'q', 'vc', 'gosta', 'bloqueou', 'pq', 'vc', 'comeu', 'outra', 'httpstcoxulxyhzpyl']",3.3
997,"['annavalente', 'vixi', 'tretas']",-1
998,"['vamo', 'invadir', 'hilux', 'ae', 'httpstcoef9ibpfri1']",-1
999,"['vc', 'culpaaaada', 'desse', 'amor', 'acabar', 'vc', 'destruiu', 'vida', 'httpstcoa7bdwr21zb']",-1
1000,"['2', 'robôs', 'nasa', 'superfície', 'marte', 'httpstcoqflvmvtao5']",-1
1001,"['hj', 'srtaiozzi', 'perguntou', 'lava', 'jato', 'acabou', 'impeachment']",-1
1002,"['1', 'cqc', 'criticava', 'governo', '2', 'srtaiozzi', 'erikgo', 'entram', 'cqc', '3', 'cqc', 'acaba', '4', 'ambos', 'hj', 'defendem', 'pt', 'crític', 'httpstcoov3hwv9x39']",-1
1003,"['wesleyalcapone', 'sei', 'q', 'bosta']",-1
1004,"['pan0ntim', 'cara', 'mil', 'grau', 'total', 'vou', 'morrer']",-1
1005,"['hora', 'puta', 'viado', 'online']",4.2.2
1006,"['rt', 'joaquinvoltou', 'sociológo', 'chora', 'filósofo', 'passa', 'mal', 'chega', 'fala', 'merda', 'sala', 'aula', 'pra', 'rede', 'social']",-1
1007,"['minycalegari', 'tá', 'exagerando']",-1
1008,"['muda', 'pra', 'gata', 'musa', 'figueirense', 'tudo', 'ver', 'httpstcoqsc8bztfag']",-1
1009,"['minycalegari', 'tô', 'indo', 'ae']",-1
1010,"['hora', 'qdo', 'mulher', 'quer', 'sair', 'balada', 'pra', 'ir', 'pra', 'casa', 'pra', 'levar', 'vara']",3.3
1011,"['vc', 'ia', 'primeiro', 'httpstcondahzo4esj']",-1
1012,"['vc', '4', 'paus', 'sim', 'httpstco342mobcyqh']",-1
1013,"['qndo', 'falo', 'ir', 'mulher', 'refiro', 'meter', 'rola', 'nela', 'httpstcozynjrvgljy']",3.3
1014,"['vou', 'repetir', 'pergunta', 'pq', 'uns', 'nego', 'q', 'burro', 'pra', 'caralho', 'vc', 'comia', 'pau', 'primeiro', 'httpstcocp160cf9op']",1.3
1015,"['eldergm', 'zecamaroto', 'disse', 'q', 'ia', 'desperdiçar', 'falei', 'sobre', 'ir', 'primeiro', 'vc', 'escolheria', 'única', 'apenas']",-1
1016,"['johnnie666', '2a', 'esquerda', 'pra', 'direita']",-1
1017,"['vencedora', 'concurso', 'seguidora', 'q', 'bunda', 'parecida', 'pode', 'passar', 'sede', 'retirar', 'grosso', 'prêmio', 'httpstcorow0tgiupp']",3.3
1018,"['zeca', 'pagodinho', 'tá', 'grávido', 'vai', 'nascer', 'garrafa', 'cachaça', 'daqui', 'pouca', 'semanas', 'httpstcokzrga570bm']",-1
1019,"['minycalegari', 'caso', 'posso', 'entregar', 'tb', 'problemas']",-1
1020,"['matérias', 'q', 'deveriam', 'obrigatórias', 'meninos', 'portmatem', 'geografiahist', 'largar', 'viadagem', 'homem', 'coma', 'mulher', 'direito', 'fdp']",3.1
1021,"['matérias', 'deveriam', 'obrigatórias', 'meninas', 'portmatem', 'vadia', 'mentirosa', 'romantismo', 'merda', 'chupeteira']",3.3
1022,"['meninas', 'q', 'ensinadas', 'q', 'sentimentalismo', 'merda', 'disney', 'golpista', 'existe', 'príncipe', 'cavalheirismo', 'frescura', 'rabo']",-1
1023,"['mulher', 'boa', 'assim', 'httpstco593o7qgdm7']",3.3
1024,"['querendo', 'comer', 'umas', 'seguidoras', 'ae']",3.3
1025,"['grandes', 'realizações', 'feministas', 'federais', 'httpstcojt1n9zuu92']",-1
1026,"['4', 'seguidoras', 'neste', 'fds', 'httpstco8sg2vyqlfv']",-1
1027,"['editorahumanas', 'caiocoimbra', 'catracalivre', 'ainda', 'chamou', 'amigo', 'bicha', 'catracadaportras', 'pra', 'ajudalo']",4.2.2
1028,"['mulheres', 'política', 'maioria', 'eleitorado', 'mulher', 'eleitas', 'pq', 'mulher', 'confia', 'mulher', 'nenhuma']",3.3
1029,"['teta', 'simoni', 'redetv', 'peitos', 'hein']",3.3
1030,"['queremos', 'liberação', 'armas', 'drogas', 'prostituição', 'família']",-1
1031,"['mulher', 'força', 'pra', 'administrar', 'país', 'creche', 'máximo', 'httpstcoirou8qadcq']",3.3
1032,"['mitológica', 'desconhecida', 'diferença', 'imigrante', 'ilegal', 'turista', 'httpstcol9blx9tky2']",-1
1033,"['ciclo', 'retardo', 'pessoa', 'posta', 'merda', 'zuada', 'aguenta', 'protege', 'conta', 'httpstcosc4uxs4gzz']",-1
1034,"['tocando', 'coração', 'irmã', 'httpstcockfwmubq2m']",-1
1035,"['metendo', 'vara', 'nela', 'distância', 'chega', 'negativa', 'tão', 'perto', 'pense', 'nisso', 'httpstcohfrey2quc6']",-1
1036,"['flamengo', 'x', 'lanús', 'equador', 'boa', 'ideia', 'httpstcoa8fq3vcptk']",-1
1037,"['passa', 'vara', 'httpstcomjrjc4lasj']",-1
1038,"['foderam', 'fdp', 'httpstco9qmb3aeeuy']",-1
1039,"['precisamosfalarsobreaborto', 'vc', 'deveria', 'ter', 'sido', 'abortado']",3.3.4
1040,"['coitado', 'nirvana']",-1
1041,"['verdade', 'vai', 'lollapaunocu', 'vc', 'sabe', 'q', 'gosta', 'chupar', 'pau', 'httpstcoioa0b4j5r7']",-1
1042,"['estado', 'justiça', 'portugal', 'httpstcoor31yzyyhq', 'pnr', 'renovarportugal']",-1
1043,"['“', 'refugiados', '”', 'classe', 'política', 'traidora', 'httpstcouy5kl7e2oh', 'pnr', 'renovarportugal', 'refugiados', 'portugal']",-1
1044,"['2o', 'fim', 'nirvana', 'httpstco866rfyo0hc']",-1
1045,"['brendapaesgp', 'desarma', 'geromel', 'maicon']",-1
1046,"['hora', 'puta', 'viado', 'online', 'exceto']",4.2.2
1047,"['ê', 'lá', 'casa', 'httpstcorahywfvkax']",-1
1048,"['vou', 'orar', 'ateu', 'httpstcomerdvnfr9v']",-1
1049,"['ow', 'jandirafeghali', 'gráficos', 'problema', 'curva', 'exagerada', 'httpstcoqlq7mczzqt']",-1
1050,"['ia', 'caber', 'httpstco98xtbdc8lb']",-1
1051,"['sexta', 'noite', 'puteiro']",-1
1052,"['voto', 'vai', 'httpstco5j41y9yexo']",-1
1053,"['venezuela', 'papel', 'higiênico', 'mulherada', 'vai', 'lá', 'fazer', 'cirurgia', 'plástica', 'vai', 'dar', 'certo', 'sim']",-1
1054,"['horas', 'seguidas', 'quero', 'comer', 'quantidade', 'vagas', 'libertadores']",3.3
1055,"['abismo', 'desigualdade', 'injustiça', 'jpintocoelho60', 'httpstcorbvsxvdlib', 'pnr', 'renovarportugal', 'portugal']",-1
1056,"['olha', 'ae', 'oportunidade', 'q', 'vc', 'queria', 'ganhar', 'respeito', 'tico', 'imperdível', 'httpstcoakkrqseo72']",-1
1057,"['podia', 'mulher', 'pra', 'reparar', 'roupa', 'httpstcorrfyfds3rh']",3.3
1058,"['lugar', 'mulher', 'cozinha', 'machistas', 'merda', 'lugar', 'mulher', 'onde', 'quiser', 'desde', 'q', 'pelada', 'httpstcoxhkxohqlly']",3.3
1059,"['culpa', 'estrelas', 'vermelhas', 'httpstco5r8thlv1b8']",-1
1060,"['culpa', 'ter', 'tirado', 'antes']",-1
1061,"['rt', 'vininobrega', 'rt', 'direitafalando', 'interpretou', 'bandido', 'defende', 'bandido', 'httpstco7lke6kctiy']",-1
1062,"['fala', 'ae', 'esquerdopata']",6.3
1063,"['vamos', 'impedir', 'frouxo', 'ganhe', 'galera', 'prefiro', 'crente', 'batendo', 'porta', 'manhã', 'bandido', 'pulando', 'muro', 'noite']",-1
1064,"['crivella', 'freixo', 'prefiro', 'bolsonitro']",-1
1065,"['freixo', 'vai', 'legalizar', 'maconha', 'gente', 'nao', 'deixem', 'acontece', 'lugardemaconheiroénacadeia']",-1
1066,"['aumentarei', 'carga', 'fiscal', 'assumo', 'demitirei', 'outra', 'alternativa', 'honrar', 'palavr', 'httpstcokhfaqid6oq']",-1
1067,"['ganho', 'menos', 'sr', 'q', 'ganha', '33', 'mil', 'mês', 'favor', 'transferir', 'parte', 'salário', 'sexta', 'grato', 'httpstco1y35pysvbq']",-1
1068,"['qdo', 'vc', 'vê', 'mulher', 'conversando', 'outra', 'q', 'vc', 'deu', 'umas', 'investidas', 'httpstcow5mdwczymp']",-1
1069,"['pnr', 'solidarizase', 'dor', 'família', 'enlutada', 'morte', 'agente', 'serviço', 'nação', 'gnr', 'httpstcol4woxi9etd']",-1
1070,"['favor', 'pec', '241', 'q', 'foda', 'pq', 'menos', 'pt', 'saiu', 'poder']",-1
1071,"['lingerie', 'peitões', 'tendo', 'pinto', 'tá', 'blz', 'httpstcoom8vn6teit']",-1
1072,"['brendapaesgp', 'homem', 'q', 'repara', 'lingerie', 'pq', 'tá', 'querendo', 'usar']",3.1
1073,"['homem', 'q', 'repara', 'unha', 'mulher', 'certeza', 'gostam', 'vara']",3.1
1074,"['político', 'manja', 'mto', 'enganar', 'outros', 'hein', 'lucianagenro', 'carrinho', 'q', 'queria', 'sim', 'httpstcow0orauyofi']",-1
1075,"['rip', 'mtv', 'novo', 'httpstcow7f91jg7fk']",-1
1076,"['qdo', 'mtv', 'canal', 'sobre', 'música', '80', 'anos', 'atrás', 'httpstcontpcfkfjs3']",-1
1077,"['assusta', 'saber', 'q', 'gp', 'httpstcojzq5u6dgmp']",-1
1078,"['toma', 'troxa', 'httpstcoer6jb4p4fz']",-1
1079,"['realmente', 'concordo', 'vamo', 'beijar', 'httpstcoaslnxtyasl']",-1
1080,"['filha', 'pediu', 'barbie', 'dei', 'árvore', 'descer', 'porrada', 'repensar', 'personalidade', 'httpstcogbjo2h3ao9']",-1
1081,"['acorda', 'pra', 'trabalhar', 'ae', 'cambada', 'vagabundo']",-1
1082,"['servindo', 'café', 'manhã', 'pra', 'irmã', 'gosta', 'leite', 'quente', 'ovos', 'logo', 'cedo', 'httpstcoakrphwkgue']",-1
1083,"['bom', 'dia', 'pra', 'vai', 'votar', 'crivella']",-1
1084,"['tá', 'internet', 'sabem', 'né', 'httpstcogntqoqfvx7']",-1
1085,"['kd', 'suvaqueiras', 'peludas', 'horas', 'httpstcotbk7hjl3vv']",3.3
1086,"['mulherada', 'outubro', 'rosa', 'realizamos', 'exame', 'mama', 'gratuitamente', 'basta', 'agendar', 'dm', 'outubrorosa', 'httpstcof1aaxuajqq']",-1
1087,"['mulher', 'achei', 'babá', 'filhos', 'httpstcoc08kwih2kj']",-1
1088,"['dilma', '7x1', 'primeira', 'dama', 'gostosa', 'httpstcopkiztuhpdd']",-1
1089,"['significado', 'tatuagens', 'significa', 'q', 'tatuagens', 'fim', 'httpstcokf6mzjhxy0']",-1
1090,"['ficar', 'definindo', 'significado', 'tatuagem', 'coisa', 'mulheres', 'tcholas']",3.3
1091,"['ano', 'vamos', 'comemorar', 'dia', 'restauração', 'santa', 'maria', 'feira', 'httpstcoybpt8f461l']",-1
1092,"['vc', 'ae', 'ainda', 'tentando', 'pegar', 'amiga', 'httpstcoyf0u7uhuuv']",-1
1093,"['hamburger', 'feito', 'vaquinhas', 'cheddar', 'cerveja', 'ficam', 'delícia', 'httpstcouzqepnoyqm']",-1
